Author,News_statement,Source,Validity_Check
Steve Contorno,"New carbon regulations will increase electric bills by ""$17 billion every year"" and ""potentially put an average of 224,000 more people out of work every year.""",John Boehner,Fake
Jon Greenberg,"""Qataris don't really work.""",Jeremy Schaap,Fake
Amy Sherman,"Florida has ""the most errors and exonerations from death row.""",American Civil Liberties Union of Florida,Real
Sean Gorman,"Eric Cantor ""voted to fully fund Obamacare in October.""",Dave Brat,Fake
Eric Stirgus,Says he never wanted to raise the debt ceiling.,Mike Collins,Fake
James B.,"Says Gov. Scott Walker ""has made Wisconsin 2nd in the nation in losing jobs.""",Brett Hulsey,Fake
Katie Sanders,"Says Hillary Clinton ""defended Syria’s President Assad as a possible reformer at the start of that country’s civil war.""",Chris Wallace,Real
Steve Contorno,"Says Barack Obama broke a decades-old policy of ""not negotiating with terrorists.""",Ted Cruz,Fake
Tom Kertscher,"""Milwaukee has the second-highest"" number of children recovered from sex trafficking.",Gwen Moore,Fake
Karen Lee,"""Rhode Island has the highest dropout rate in New England at twenty-three percent.""",Clay Pell,Real
W. Gardner,"In Texas, ""a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.""",Texas Right to Life,Real
Warren Fiske,"Says a ""liberal"" immigration reform group endorsed his GOP primary opponent, Dave Brat.",Eric Cantor,Fake
Dana Tims,"""400,000 Oregonians have gained access to health care"" through the Affordable Care Act.",Jeff Merkley,Real
Shannon Beckham,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,Chain email,Fake
W. Gardner,Rick Perry doesn’t think there should be a federal minimum wage.,Democratic National Committee,Real
W. Gardner,"""From the ‘Do As I Say Not As I Do’ department: federal employees owe $3.3 billion in back taxes.""",Michael Sullivan,Real
Louis Jacobson,"Says Rep. Maxine Waters, D-Calif., only needs about 40,000 to 50,000 votes to win election to Congress compared with the 120,000 votes King needs, because Waters has a higher immigrant population.",Steve King,Real
C. Eugene,"Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to ""twist [legislator’s] arms to vote for deals like this.""",Dawson Hodgson,Fake
Nancy Badertscher,"""Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.""",Peter Shumlin,Real
Louis Jacobson,"""Solar panels drain the sun’s energy.""",Chain email,Fake
Joshua Gillin,"""Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.""",Don't Let Florida Go To Pot,Real
Dave Umhoefer,"Says opponent Mary Burke told reporters she would have ""required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.""",Brett Hulsey,Fake
Steve Contorno,"Senate immigration legislation is the ""Obama-Reid plan to give illegal immigrants amnesty.""",Eric Cantor,Fake
Amy Sherman,"41,200 veterans in Florida ""don’t have health care because Scott didn’t expand Medicaid.""",Charlie Crist,Real
Jon Greenberg,"From 2000 to 2008, we averaged ""about five mass shootings a year. We're now averaging 15. So that's a three-fold increase.""",Pierre Thomas,Fake
Katie Sanders,"""As unbelievable as it sounds, your tax dollars are funding the federal government's Zombie Apocalypse Plan. I kid you not.""",Sarah Palin,Fake
Louis Jacobson,"""For every one job created under the Obama administration, 75 people went on food stamps.""",Facebook posts,Fake
Tom Kertscher,"The Wisconsin school voucher program ""has no research that shows that it’s going to improve student learning.""",Mary Burke,Real
Louis Jacobson,"Surface temperatures on Earth ""have stabilized.""",Marco Rubio,Fake
Nancy Badertscher,Says Democratic candidate for state school superintendent Alisha Thomas Morgan voted to slash funding for the preschool programs for disabled and special needs students.,Valarie Wilson,Real
W. Gardner,"Since 2000, Texas has reduced ""harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.""",Rick Perry,Real
C. Eugene,"I turned ""a $110 million deficit into a $1.6 million surplus for our city.""",Angel Taveras,Fake
W. Gardner,"The Obama administration spent ""$205,075 in ‘stimulus’ funds to relocate a shrub that sells for $16.""",Ted Cruz,Fake
Dave Umhoefer,"Milwaukee has seen ""an uptick in violence"" since 2010, and ""the only period of calm we get is when winter sets in.""",David A. Clarke Jr.,Real
Dana Tims,"""Jeff Merkley was the deciding vote on Obamacare, which in Oregon has been an unmitigated disaster.""",Monica Wehby,Fake
Katie Sanders,"Walmart employees receive ""roughly $5,800"" in public assistance per year.",Ed Schultz,Fake
Louis Jacobson,"""Obama Announces Plans For A Third Term Presidential Run""",Chain email,Fake
Amy Sherman,"Cap and trade legislation ""was originally a Republican idea.""",Debbie Wasserman Schultz,Real
Sean Gorman,"In 2007, Ed Gillespie ""was paid $300,000 to be the frontman for a coalition that made the individual mandate the centerpiece of its health reform plan.""",Democratic Party of Virginia,Fake
Steve Contorno,"""Today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail.""",Elizabeth Warren,Real
Joshua Gillin,"A proposed amendment ""allows a teenager to get a recommendation for medical marijuana without the consent of a parent.""",Don't Let Florida Go To Pot,Real
Jon Greenberg,"Obamacare is ""one big fat VA system.""",Kimberly Guilfoyle,Fake
Louis Jacobson,"""Congress has cut funding, has slashed funding, for veterans' benefits over these last years.""",Katrina vanden Heuvel,Fake
Joshua Gillin,"""Governor Scott Cut Taxes 40 Times For Florida Families""",Rick Scott,Real
Steve Contorno,Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.,Bobby Jindal,Real
Dave Umhoefer,"""The average person who gets the minimum wage in America is 35 years old.""",Tammy Baldwin,Fake
Jon Greenberg,"""It's been nearly three weeks since the president has commented"" on questions about possible hidden wait lists at veterans hospitals.",Major Garrett,Real
Katie Sanders,"""20 percent of the time (smart guns) won't work.""",Larry Pratt,Fake
Amy Sherman,"A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",Charles Van Zant,Fake
Amy Sherman,"David Beckham’s soccer stadium would get a ""special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.""",Miami Seaport Alliance,Real
Louis Jacobson,"""Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, … living longer on average, and facing less income inequality.""",Hillary Clinton,Real
Julie Kliegman,"Says Mark Begich ""has taken campaign cash from the Kochs"" while Dan Sullivan hasn’t.",Dan Sullivan,Fake
Jon Greenberg,"""At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.""",Dick Cheney,Fake
Jon Greenberg,"In the Georgia-Russia conflict, ""we flew a brigade of Georgian soldiers"" from Iran to Georgia and ""sent U.S. ships into the Black Sea and provided various kinds of supplies.""",Dick Cheney,Real
Louis Jacobson,"""Idaho was the only Republican-led state in the nation that chose to partner with President Obama"" by creating a state-based marketplace under the Affordable Care Act.",Russ Fulcher,Fake
Tom Kertscher,"Before the terrorist attacks in Benghazi, ""the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.""",Ron Johnson,Real
Nancy Madsen,"""Estimates for adopting Obamacare’s Medicaid expansion show it will cost Virginia taxpayers $902 million through 2022.""",Campaign for Liberty,Fake
Julie Kliegman,"""Virtually no Republican"" in Washington accepts climate change science.",Jerry Brown,Real
Jon Greenberg,"The media ""widely overlooked"" comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from.",Brit Hume,Fake
Karen Lee,"""Fifty percent of Americans will go hungry at some time in their lives.""",Robert Malin,Fake
Dana Tims,"""Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.""",Jim Francesconi,Fake
Louis Jacobson,"""We were the last flag flying in Benghazi.""",Trey Gowdy,Fake
Katie Sanders,"""When you read the Koran, it talks about don't take Christians and Jews as your friends.""",Sean Hannity,Real
Amy Sherman,"""U.S. teenagers have now fallen behind their counterparts in Ireland, Poland and even Vietnam in math and science.""",Jeb Bush,Real
W. Gardner,"Under David Dewhurst’s leadership, the Texas ""Senate passed an expansion of in-state tuition and free health care to illegal immigrants.""",Dan Patrick,Fake
W. Gardner,"Dan Branch ""once lobbied for the AFL-CIO.""",Ken Paxton,Fake
Nancy Madsen,"""Ninety-seven percent of the time. That’s how often Mark Warner votes with President Obama.""",Republican Party of Virginia,Real
Steve Contorno,"""28 percent of Kentuckians don’t have any online access.""",John Oliver,Real
Louis Jacobson,"""No Republicans voted for"" recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. ""These taxes were all passed under … Obamacare.""",Chain email,Fake
W. Gardner,"Says Dan Patrick ""proposed Arizona-style show-me-your-papers legislation.""",Julián Castro,Real
Jon Greenberg,"Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared ""wearing glasses that are only for people who have traumatic brain injury.""",Karl Rove,Fake
Amy Sherman,"David Beckham’s proposed soccer stadium at Miami’s Port ""threatens the 207,000 jobs and $27 billion economic impact tied to the cargo and cruise industries.""",Miami Seaport Alliance,Fake
Tom Kertscher,"A majority of Americans ""since Harry Truman days"" support single-payer health insurance, or ""full Medicare for all.""",Ralph Nader,Fake
Nancy Badertscher,"Says he’s ""the only licensed firearms dealer in America running for Congress.""",John Stone,Real
